#                                                                                                                                                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                                                                                                        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                                                                                                                ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Ursus_arctos____carnivora_XP_026363527.1_zinc_finger_protein_454_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           1.9e-109  368.1  62.6     1e-44  154.4  14.8   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026343994.1_zinc_finger_protein_613_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           2.2e-109  368.0  55.7   3.7e-67  228.5  28.5   3.1   2   1   1   3   3   3   2 -
Ursus_arctos____carnivora_XP_026344161.1_zinc_finger_protein_865_[Ursus_arctos_horribilis]                                                           -          humanprotein         -           5.2e-109  366.7  78.6   1.8e-40  140.4  20.2   6.0   4   2   1   5   5   5   5 -
Ursus_arctos____carnivora_XP_026344162.1_zinc_finger_protein_865_[Ursus_arctos_horribilis]                                                           -          humanprotein         -           5.2e-109  366.7  78.6   1.8e-40  140.4  20.2   6.0   4   2   1   5   5   5   5 -
Ursus_arctos____carnivora_XP_026344222.1_zinc_finger_protein_331_[Ursus_arctos_horribilis]                                                           -          humanprotein         -             1e-108  365.8  47.5   8.4e-47  161.3  14.0   3.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344223.1_zinc_finger_protein_331_[Ursus_arctos_horribilis]                                                           -          humanprotein         -             1e-108  365.8  47.5   8.4e-47  161.3  14.0   3.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344224.1_zinc_finger_protein_331_[Ursus_arctos_horribilis]                                                           -          humanprotein         -             1e-108  365.8  47.5   8.4e-47  161.3  14.0   3.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344226.1_zinc_finger_protein_331_[Ursus_arctos_horribilis]                                                           -          humanprotein         -             1e-108  365.8  47.5   8.4e-47  161.3  14.0   3.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344227.1_zinc_finger_protein_331_[Ursus_arctos_horribilis]                                                           -          humanprotein         -             1e-108  365.8  47.5   8.4e-47  161.3  14.0   3.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344228.1_zinc_finger_protein_331_[Ursus_arctos_horribilis]                                                           -          humanprotein         -             1e-108  365.8  47.5   8.4e-47  161.3  14.0   3.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344229.1_zinc_finger_protein_331_[Ursus_arctos_horribilis]                                                           -          humanprotein         -             1e-108  365.8  47.5   8.4e-47  161.3  14.0   3.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344230.1_zinc_finger_protein_331_[Ursus_arctos_horribilis]                                                           -          humanprotein         -             1e-108  365.8  47.5   8.4e-47  161.3  14.0   3.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359824.1_zinc_finger_protein_37A-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          humanprotein         -           5.6e-108  363.3  61.1   1.4e-66  226.6  29.3   3.4   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359825.1_zinc_finger_protein_37A-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          humanprotein         -           5.6e-108  363.3  61.1   1.4e-66  226.6  29.3   3.4   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359826.1_zinc_finger_protein_37A-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          humanprotein         -           5.6e-108  363.3  61.1   1.4e-66  226.6  29.3   3.4   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359827.1_zinc_finger_protein_37A-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          humanprotein         -           5.6e-108  363.3  61.1   1.4e-66  226.6  29.3   3.4   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026345862.1_zinc_finger_protein_583_isoform_X4_[Ursus_arctos_horribilis]                                                -          humanprotein         -           5.7e-108  363.3  47.8   9.9e-60  204.0  21.9   2.3   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026345863.1_zinc_finger_protein_583_isoform_X4_[Ursus_arctos_horribilis]                                                -          humanprotein         -           5.7e-108  363.3  47.8   9.9e-60  204.0  21.9   2.3   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026370389.1_zinc_finger_protein_26_isoform_X8_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           8.5e-108  362.7  48.7   6.2e-49  168.4  17.5   3.5   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026370390.1_zinc_finger_protein_26_isoform_X9_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           8.5e-108  362.7  48.7   6.1e-49  168.4  17.4   3.5   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359861.1_zinc_finger_protein_25_isoform_X2_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           8.6e-108  362.7  66.5   4.8e-55  188.6  25.2   2.9   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026370388.1_zinc_finger_protein_26_isoform_X7_[Ursus_arctos_horribilis]                                                 -          humanprotein         -             9e-108  362.6  48.7   6.3e-49  168.3  17.5   3.5   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026370387.1_zinc_finger_protein_26_isoform_X6_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           9.1e-108  362.6  48.7   6.4e-49  168.3  17.5   3.5   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359859.1_zinc_finger_protein_25_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           9.8e-108  362.5  66.6   4.9e-55  188.5  25.2   2.9   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359860.1_zinc_finger_protein_25_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           9.8e-108  362.5  66.6   4.9e-55  188.5  25.2   2.9   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026370385.1_zinc_finger_protein_26_isoform_X4_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           1.2e-107  362.2  48.6   2.8e-57  195.9  24.0   3.5   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026370386.1_zinc_finger_protein_26_isoform_X5_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           1.2e-107  362.2  48.7   7.2e-49  168.1  17.5   3.5   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359828.1_zinc_finger_protein_37A-like_isoform_X2_[Ursus_arctos_horribilis]                                           -          humanprotein         -           1.3e-107  362.1  61.0   1.1e-66  226.9  29.5   3.4   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026370383.1_zinc_finger_protein_26_isoform_X3_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           1.3e-107  362.1  48.6   7.1e-49  168.2  17.4   3.5   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026370384.1_zinc_finger_protein_26_isoform_X3_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           1.3e-107  362.1  48.6   7.1e-49  168.2  17.4   3.5   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359829.1_zinc_finger_protein_37A-like_isoform_X3_[Ursus_arctos_horribilis]                                           -          humanprotein         -           1.5e-107  361.9  60.7   1.9e-66  226.2  29.4   3.4   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344637.1_zinc_finger_protein_34_isoform_X3_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           2.8e-107  361.0  44.5   4.3e-47  162.3  11.9   3.2   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359830.1_zinc_finger_protein_37A-like_isoform_X4_[Ursus_arctos_horribilis]                                           -          humanprotein         -           4.3e-107  360.4  61.1   1.5e-66  226.6  29.3   3.4   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344636.1_zinc_finger_protein_34_isoform_X2_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           4.3e-107  360.4  44.6   5.1e-47  162.0  12.0   3.2   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344635.1_zinc_finger_protein_34_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           4.6e-107  360.3  44.6   5.2e-47  162.0  12.0   3.2   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026343995.1_zinc_finger_protein_613_isoform_X2_[Ursus_arctos_horribilis]                                                -          humanprotein         -           5.3e-107  360.1  54.9   3.1e-67  228.8  28.6   3.1   2   1   1   3   3   3   2 -
Ursus_arctos____carnivora_XP_026366296.1_zinc_finger_protein_774_[Ursus_arctos_horribilis]                                                           -          humanprotein         -           7.9e-107  359.5  55.2   3.1e-74  251.9  29.9   3.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026369559.1_zinc_finger_protein_37_homolog_isoform_X2_[Ursus_arctos_horribilis]                                         -          humanprotein         -           1.8e-106  358.3  40.6   4.5e-49  168.8  11.2   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026345860.1_zinc_finger_protein_583_isoform_X3_[Ursus_arctos_horribilis]                                                -          humanprotein         -           2.3e-106  358.0  47.4   1.1e-59  203.8  21.9   2.3   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026345861.1_zinc_finger_protein_583_isoform_X3_[Ursus_arctos_horribilis]                                                -          humanprotein         -           2.3e-106  358.0  47.4   1.1e-59  203.8  21.9   2.3   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026345857.1_zinc_finger_protein_583_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           2.3e-106  358.0  47.3   1.1e-59  203.8  21.8   2.3   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026345858.1_zinc_finger_protein_583_isoform_X2_[Ursus_arctos_horribilis]                                                -          humanprotein         -           2.3e-106  358.0  47.4   1.1e-59  203.8  21.9   2.3   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026337909.1_LOW_QUALITY_PROTEIN:_zinc_finger_protein_233_[Ursus_arctos_horribilis]                                      -          humanprotein         -             3e-106  357.6  76.9   6.4e-47  161.7  18.6   3.7   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026345149.1_zinc_finger_protein_211_isoform_X3_[Ursus_arctos_horribilis]                                                -          humanprotein         -             3e-106  357.6  65.0   4.2e-47  162.3  15.7   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026345148.1_zinc_finger_protein_211_isoform_X2_[Ursus_arctos_horribilis]                                                -          humanprotein         -           3.1e-106  357.5  65.0   4.2e-47  162.3  15.7   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026337108.1_zinc_finger_protein_317_isoform_X2_[Ursus_arctos_horribilis]                                                -          humanprotein         -           3.7e-106  357.3  55.1   2.7e-68  232.3  32.3   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026337107.1_zinc_finger_protein_317_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           5.2e-106  356.8  55.6   2.1e-68  232.6  31.7   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026369558.1_zinc_finger_protein_37_homolog_isoform_X1_[Ursus_arctos_horribilis]                                         -          humanprotein         -           6.5e-106  356.5  40.4   6.2e-49  168.4  11.2   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026345146.1_zinc_finger_protein_211_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           1.6e-105  355.2  64.6   4.9e-47  162.1  15.8   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026345147.1_zinc_finger_protein_211_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           1.6e-105  355.2  64.6   4.9e-47  162.1  15.8   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026343900.1_zinc_finger_protein_709-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          humanprotein         -           1.7e-105  355.1  83.1   8.1e-62  210.9  43.4   4.1   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026369789.1_zinc_finger_protein_79_isoform_X3_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           1.9e-105  354.9  46.3   2.5e-67  229.1  26.9   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026369790.1_zinc_finger_protein_79_isoform_X3_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           1.9e-105  354.9  46.3   2.5e-67  229.1  26.9   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026363524.1_zinc_finger_protein_354C_isoform_X2_[Ursus_arctos_horribilis]                                               -          humanprotein         -             1e-104  352.5  55.3   1.2e-49  170.7  18.9   2.8   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026363522.1_zinc_finger_protein_354C_isoform_X1_[Ursus_arctos_horribilis]                                               -          humanprotein         -             1e-104  352.5  55.3   1.2e-49  170.7  18.9   2.8   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026363523.1_zinc_finger_protein_354C_isoform_X1_[Ursus_arctos_horribilis]                                               -          humanprotein         -             1e-104  352.5  55.3   1.2e-49  170.7  18.9   2.8   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026340263.1_zinc_finger_protein_OZF_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           1.5e-104  352.0  43.8   1.5e-48  167.1  10.1   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026340264.1_zinc_finger_protein_OZF_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           1.5e-104  352.0  43.8   1.5e-48  167.1  10.1   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026340147.1_zinc_finger_protein_792_isoform_X4_[Ursus_arctos_horribilis]                                                -          humanprotein         -             2e-104  351.6  56.8   1.9e-48  166.8  25.0   4.3   1   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026357316.1_zinc_finger_protein_35_[Ursus_arctos_horribilis]                                                            -          humanprotein         -           4.7e-104  350.4  43.6   1.9e-48  166.7  14.9   3.3   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026357317.1_zinc_finger_protein_35_[Ursus_arctos_horribilis]                                                            -          humanprotein         -           4.7e-104  350.4  43.6   1.9e-48  166.7  14.9   3.3   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026340144.1_zinc_finger_protein_792_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           6.7e-104  349.8  56.9   2.4e-48  166.4  25.3   4.3   1   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026346916.1_zinc_finger_protein_383-like_[Ursus_arctos_horribilis]                                                      -          humanprotein         -             7e-104  349.8  53.7   5.4e-44  152.0  17.4   3.3   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026371956.1_zinc_finger_protein_with_KRAB_and_SCAN_domains_5_isoform_X4_[Ursus_arctos_horribilis]                       -          humanprotein         -           1.5e-103  348.6  57.2     1e-38  134.6  17.5   3.1   2   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026371955.1_zinc_finger_protein_with_KRAB_and_SCAN_domains_5_isoform_X3_[Ursus_arctos_horribilis]                       -          humanprotein         -           3.2e-103  347.6  57.5   1.2e-38  134.4  17.5   3.1   2   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026346917.1_zinc_finger_protein_383-like_[Ursus_arctos_horribilis]                                                      -          humanprotein         -           3.6e-103  347.4  53.0   1.4e-43  150.7  16.2   3.3   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026371954.1_zinc_finger_protein_with_KRAB_and_SCAN_domains_5_isoform_X2_[Ursus_arctos_horribilis]                       -          humanprotein         -           4.5e-103  347.1  57.3   1.4e-38  134.1  17.5   3.1   2   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026371950.1_zinc_finger_protein_with_KRAB_and_SCAN_domains_5_isoform_X1_[Ursus_arctos_horribilis]                       -          humanprotein         -           4.5e-103  347.1  57.3   1.4e-38  134.1  17.5   3.1   2   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026371951.1_zinc_finger_protein_with_KRAB_and_SCAN_domains_5_isoform_X1_[Ursus_arctos_horribilis]                       -          humanprotein         -           4.5e-103  347.1  57.3   1.4e-38  134.1  17.5   3.1   2   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026371952.1_zinc_finger_protein_with_KRAB_and_SCAN_domains_5_isoform_X1_[Ursus_arctos_horribilis]                       -          humanprotein         -           4.5e-103  347.1  57.3   1.4e-38  134.1  17.5   3.1   2   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344967.1_zinc_finger_protein_275_[Ursus_arctos_horribilis]                                                           -          humanprotein         -           5.8e-103  346.7  47.8   1.9e-69  236.1  24.3   3.0   1   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026375011.1_zinc_finger_protein_OZF-like_[Ursus_arctos_horribilis]                                                      -          humanprotein         -           1.3e-102  345.6  52.3   3.1e-58  199.1  30.0   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026345145.1_zinc_finger_protein_416-like_[Ursus_arctos_horribilis]                                                      -          humanprotein         -           1.7e-101  341.9  61.3   4.6e-62  211.7  30.6   3.2   1   1   2   3   3   3   2 -
Ursus_arctos____carnivora_XP_026336592.1_zinc_finger_protein_479-like_[Ursus_arctos_horribilis]                                                      -          humanprotein         -           3.7e-100  337.5  53.3   1.7e-39  137.2  12.8   4.1   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026337396.1_zinc_finger_protein_485_isoform_X4_[Ursus_arctos_horribilis]                                                -          humanprotein         -              1e-99  336.0  39.1     2e-67  229.4  23.9   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026369275.1_zinc_finger_protein_674_[Ursus_arctos_horribilis]                                                           -          humanprotein         -            1.4e-99  335.5  49.9   1.8e-66  226.3  28.7   2.4   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026337394.1_zinc_finger_protein_485_isoform_X3_[Ursus_arctos_horribilis]                                                -          humanprotein         -            2.5e-99  334.7  39.0   3.9e-67  228.5  23.9   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026337395.1_zinc_finger_protein_485_isoform_X3_[Ursus_arctos_horribilis]                                                -          humanprotein         -            2.5e-99  334.7  39.0   3.9e-67  228.5  23.9   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026337393.1_zinc_finger_protein_485_isoform_X2_[Ursus_arctos_horribilis]                                                -          humanprotein         -            3.3e-99  334.4  39.0   4.6e-67  228.2  23.9   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026337391.1_zinc_finger_protein_485_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -            3.4e-99  334.3  39.0   4.6e-67  228.2  23.9   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026341972.1_zinc_finger_protein_214_isoform_X2_[Ursus_arctos_horribilis]                                                -          humanprotein         -            3.9e-99  334.1  53.1   1.4e-56  193.6  27.7   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026341971.1_zinc_finger_protein_214_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -            5.8e-99  333.5  53.2   1.2e-56  193.8  28.1   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026335850.1_zinc_finger_protein_2_isoform_X3_[Ursus_arctos_horribilis]                                                  -          humanprotein         -            6.8e-99  333.3  43.8   2.6e-56  192.7  19.8   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026335857.1_zinc_finger_protein_2_isoform_X3_[Ursus_arctos_horribilis]                                                  -          humanprotein         -            6.8e-99  333.3  43.8   2.6e-56  192.7  19.8   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026335865.1_zinc_finger_protein_2_isoform_X3_[Ursus_arctos_horribilis]                                                  -          humanprotein         -            6.8e-99  333.3  43.8   2.6e-56  192.7  19.8   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026335874.1_zinc_finger_protein_2_isoform_X3_[Ursus_arctos_horribilis]                                                  -          humanprotein         -            6.8e-99  333.3  43.8   2.6e-56  192.7  19.8   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026364320.1_zinc_finger_protein_596-like_isoform_X2_[Ursus_arctos_horribilis]                                           -          humanprotein         -            1.1e-98  332.7  67.9   1.3e-40  140.8  24.2   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026372015.1_zinc_finger_protein_184-like_[Ursus_arctos_horribilis]                                                      -          humanprotein         -            1.2e-98  332.5  41.6   1.2e-62  213.6  26.5   2.4   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026338215.1_zinc_finger_protein_570_isoform_X2_[Ursus_arctos_horribilis]                                                -          humanprotein         -              2e-98  331.8  43.5   1.8e-50  173.4  15.7   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026338216.1_zinc_finger_protein_570_isoform_X2_[Ursus_arctos_horribilis]                                                -          humanprotein         -              2e-98  331.8  43.5   1.8e-50  173.4  15.7   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026338213.1_zinc_finger_protein_570_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -            2.3e-98  331.5  43.5   2.2e-50  173.2  15.7   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026338214.1_zinc_finger_protein_570_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -            2.3e-98  331.5  43.5   2.2e-50  173.2  15.7   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026369561.1_zinc_finger_protein_883_[Ursus_arctos_horribilis]                                                           -          humanprotein         -            3.6e-98  330.9  52.7   5.4e-43  148.8  16.3   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344270.1_zinc_finger_protein_724-like_[Ursus_arctos_horribilis]                                                      -          humanprotein         -            3.9e-98  330.8  49.7   7.8e-69  234.1  33.6   2.9   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026340948.1_zinc_finger_and_SCAN_domain-containing_protein_10_isoform_X2_[Ursus_arctos_horribilis]                      -          humanprotein         -            5.7e-98  330.3  73.7   2.3e-57  196.2  32.7   4.2   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026340949.1_zinc_finger_and_SCAN_domain-containing_protein_10_isoform_X3_[Ursus_arctos_horribilis]                      -          humanprotein         -            8.5e-98  329.7  73.7   2.4e-57  196.1  32.7   4.3   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026340947.1_zinc_finger_and_SCAN_domain-containing_protein_10_isoform_X1_[Ursus_arctos_horribilis]                      -          humanprotein         -            3.2e-97  327.8  73.9   3.6e-57  195.5  32.7   4.2   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026340173.1_zinc_finger_protein_382_isoform_X6_[Ursus_arctos_horribilis]                                                -          humanprotein         -            4.2e-97  327.4  47.7   6.6e-57  194.7  23.9   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026340170.1_zinc_finger_protein_382_isoform_X5_[Ursus_arctos_horribilis]                                                -          humanprotein         -            4.8e-97  327.2  47.7     7e-57  194.6  23.9   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026340171.1_zinc_finger_protein_382_isoform_X5_[Ursus_arctos_horribilis]                                                -          humanprotein         -            4.8e-97  327.2  47.7     7e-57  194.6  23.9   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026372520.1_zinc_finger_and_SCAN_domain-containing_protein_20_isoform_X2_[Ursus_arctos_horribilis]                      -          humanprotein         -            1.1e-96  326.0  33.5     3e-55  189.2  19.2   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026372518.1_zinc_finger_and_SCAN_domain-containing_protein_20_isoform_X1_[Ursus_arctos_horribilis]                      -          humanprotein         -            1.1e-96  326.0  33.5     3e-55  189.2  19.2   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026372519.1_zinc_finger_and_SCAN_domain-containing_protein_20_isoform_X1_[Ursus_arctos_horribilis]                      -          humanprotein         -            1.1e-96  326.0  33.5     3e-55  189.2  19.2   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026340168.1_zinc_finger_protein_382_isoform_X4_[Ursus_arctos_horribilis]                                                -          humanprotein         -            1.5e-96  325.6  48.1   7.2e-57  194.6  23.9   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026340169.1_zinc_finger_protein_382_isoform_X4_[Ursus_arctos_horribilis]                                                -          humanprotein         -            1.5e-96  325.6  48.1   7.2e-57  194.6  23.9   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026340167.1_zinc_finger_protein_382_isoform_X3_[Ursus_arctos_horribilis]                                                -          humanprotein         -            1.8e-96  325.4  48.1   7.8e-57  194.4  23.9   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026340166.1_zinc_finger_protein_382_isoform_X2_[Ursus_arctos_horribilis]                                                -          humanprotein         -              2e-96  325.2  48.1   8.3e-57  194.4  23.9   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026340165.1_zinc_finger_protein_382_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -              2e-96  325.2  48.1   8.3e-57  194.4  23.9   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026347204.1_zinc_finger_protein_501-like,_partial_[Ursus_arctos_horribilis]                                             -          humanprotein         -            2.3e-96  324.9  48.2   7.2e-69  234.2  23.4   2.9   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026347205.1_zinc_finger_protein_501-like,_partial_[Ursus_arctos_horribilis]                                             -          humanprotein         -            2.3e-96  324.9  48.2   7.2e-69  234.2  23.4   2.9   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026345159.1_zinc_finger_protein_772_isoform_X3_[Ursus_arctos_horribilis]                                                -          humanprotein         -            2.5e-96  324.9  43.2   7.5e-45  154.9   9.9   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026345160.1_zinc_finger_protein_772_isoform_X3_[Ursus_arctos_horribilis]                                                -          humanprotein         -            2.5e-96  324.9  43.2   7.5e-45  154.9   9.9   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026337121.1_zinc_finger_protein_846_[Ursus_arctos_horribilis]                                                           -          humanprotein         -            3.4e-96  324.4  43.4   1.4e-52  180.4  16.9   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026340193.1_zinc_finger_protein_461_isoform_X3_[Ursus_arctos_horribilis]                                                -          humanprotein         -              7e-96  323.4  57.3   1.2e-52  180.7  25.7   3.0   1   1   2   3   3   3   3 -
