#                                                                                                                                                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                                                                                                        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                                                                                                                ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Ursus_arctos____carnivora_XP_026342126.1_zinc_finger_protein_74_isoform_X2_[Ursus_arctos_horribilis]                                                 -          test1                -           1.8e-124  418.3  75.8   4.5e-45  156.1  19.9   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026342125.1_zinc_finger_protein_74_isoform_X1_[Ursus_arctos_horribilis]                                                 -          test1                -           1.8e-124  418.2  75.8   4.5e-45  156.1  19.9   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026369561.1_zinc_finger_protein_883_[Ursus_arctos_horribilis]                                                           -          test1                -           2.8e-124  417.6  79.3   1.7e-47  164.2  21.4   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026338217.1_zinc_finger_protein_383_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -           3.1e-124  417.5  60.6   8.7e-58  198.1  18.8   3.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026337394.1_zinc_finger_protein_485_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -           4.1e-124  417.1  60.2   7.6e-74  251.1  31.7   2.5   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026337395.1_zinc_finger_protein_485_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -           4.1e-124  417.1  60.2   7.6e-74  251.1  31.7   2.5   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026343698.1_zinc_finger_protein_70_[Ursus_arctos_horribilis]                                                            -          test1                -           1.4e-123  415.3  75.1   1.2e-84  286.7  46.8   2.8   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026343699.1_zinc_finger_protein_70_[Ursus_arctos_horribilis]                                                            -          test1                -           1.4e-123  415.3  75.1   1.2e-84  286.7  46.8   2.8   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026337393.1_zinc_finger_protein_485_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -           3.1e-123  414.2  59.9   8.2e-74  251.0  31.6   2.5   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026337391.1_zinc_finger_protein_485_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -           3.1e-123  414.2  59.9   8.3e-74  251.0  31.6   2.5   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026371643.1_zinc_finger_protein_668_[Ursus_arctos_horribilis]                                                           -          test1                -           2.4e-122  411.2  81.6   1.3e-91  309.8  50.6   4.1   3   1   1   4   4   4   3 -
Ursus_arctos____carnivora_XP_026371644.1_zinc_finger_protein_668_[Ursus_arctos_horribilis]                                                           -          test1                -           2.4e-122  411.2  81.6   1.3e-91  309.8  50.6   4.1   3   1   1   4   4   4   3 -
Ursus_arctos____carnivora_XP_026343995.1_zinc_finger_protein_613_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -           9.4e-122  409.3  70.7   7.4e-78  264.4  38.4   3.1   2   1   1   3   3   3   2 -
Ursus_arctos____carnivora_XP_026343994.1_zinc_finger_protein_613_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -           1.6e-121  408.5  70.7   9.2e-78  264.0  38.3   3.1   2   1   1   3   3   3   2 -
Ursus_arctos____carnivora_XP_026352405.1_zinc_finger_protein_445_[Ursus_arctos_horribilis]                                                           -          test1                -           3.7e-121  407.3  96.9   6.4e-56  191.9  36.9   4.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026345150.1_zinc_finger_protein_OZF-like_[Ursus_arctos_horribilis]                                                      -          test1                -           4.1e-121  407.2  83.1   9.2e-52  178.2  21.6   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026370390.1_zinc_finger_protein_26_isoform_X9_[Ursus_arctos_horribilis]                                                 -          test1                -           7.3e-121  406.3  65.5   1.4e-55  190.9  25.4   3.7   2   1   2   4   4   3   3 -
Ursus_arctos____carnivora_XP_026370389.1_zinc_finger_protein_26_isoform_X8_[Ursus_arctos_horribilis]                                                 -          test1                -           7.4e-121  406.3  65.5   1.4e-55  190.8  25.4   3.7   2   1   2   4   4   3   3 -
Ursus_arctos____carnivora_XP_026370388.1_zinc_finger_protein_26_isoform_X7_[Ursus_arctos_horribilis]                                                 -          test1                -           7.8e-121  406.2  65.5   1.4e-55  190.8  25.4   3.7   2   1   2   4   4   3   3 -
Ursus_arctos____carnivora_XP_026370387.1_zinc_finger_protein_26_isoform_X6_[Ursus_arctos_horribilis]                                                 -          test1                -           7.9e-121  406.2  65.5   1.4e-55  190.8  25.4   3.7   2   1   2   4   4   3   3 -
Ursus_arctos____carnivora_XP_026344222.1_zinc_finger_protein_331_[Ursus_arctos_horribilis]                                                           -          test1                -           1.4e-120  405.4  60.3   5.8e-52  178.9  19.2   3.4   1   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344223.1_zinc_finger_protein_331_[Ursus_arctos_horribilis]                                                           -          test1                -           1.4e-120  405.4  60.3   5.8e-52  178.9  19.2   3.4   1   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344224.1_zinc_finger_protein_331_[Ursus_arctos_horribilis]                                                           -          test1                -           1.4e-120  405.4  60.3   5.8e-52  178.9  19.2   3.4   1   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344226.1_zinc_finger_protein_331_[Ursus_arctos_horribilis]                                                           -          test1                -           1.4e-120  405.4  60.3   5.8e-52  178.9  19.2   3.4   1   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344227.1_zinc_finger_protein_331_[Ursus_arctos_horribilis]                                                           -          test1                -           1.4e-120  405.4  60.3   5.8e-52  178.9  19.2   3.4   1   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344228.1_zinc_finger_protein_331_[Ursus_arctos_horribilis]                                                           -          test1                -           1.4e-120  405.4  60.3   5.8e-52  178.9  19.2   3.4   1   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344229.1_zinc_finger_protein_331_[Ursus_arctos_horribilis]                                                           -          test1                -           1.4e-120  405.4  60.3   5.8e-52  178.9  19.2   3.4   1   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344230.1_zinc_finger_protein_331_[Ursus_arctos_horribilis]                                                           -          test1                -           1.4e-120  405.4  60.3   5.8e-52  178.9  19.2   3.4   1   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026370386.1_zinc_finger_protein_26_isoform_X5_[Ursus_arctos_horribilis]                                                 -          test1                -           1.6e-120  405.2  66.1     3e-64  219.4  28.4   3.7   2   1   1   3   3   2   2 -
Ursus_arctos____carnivora_XP_026336592.1_zinc_finger_protein_479-like_[Ursus_arctos_horribilis]                                                      -          test1                -           1.6e-120  405.2  85.3   4.1e-66  225.6  35.6   3.3   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026370383.1_zinc_finger_protein_26_isoform_X3_[Ursus_arctos_horribilis]                                                 -          test1                -           1.7e-120  405.1  66.1   3.1e-64  219.4  28.4   3.7   2   1   1   3   3   2   2 -
Ursus_arctos____carnivora_XP_026370384.1_zinc_finger_protein_26_isoform_X3_[Ursus_arctos_horribilis]                                                 -          test1                -           1.7e-120  405.1  66.1   3.1e-64  219.4  28.4   3.7   2   1   1   3   3   2   2 -
Ursus_arctos____carnivora_XP_026370385.1_zinc_finger_protein_26_isoform_X4_[Ursus_arctos_horribilis]                                                 -          test1                -           1.9e-120  405.0  66.2   3.1e-64  219.4  28.4   3.7   2   1   1   3   3   2   2 -
Ursus_arctos____carnivora_XP_026337902.1_zinc_finger_protein_285_[Ursus_arctos_horribilis]                                                           -          test1                -           1.3e-119  402.2  89.0   6.3e-74  251.4  39.8   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026337381.1_zinc_finger_protein_883-like_[Ursus_arctos_horribilis]                                                      -          test1                -           5.1e-119  400.3  74.0   1.3e-77  263.6  36.4   3.9   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026344161.1_zinc_finger_protein_865_[Ursus_arctos_horribilis]                                                           -          test1                -           5.9e-119  400.1 106.4   6.4e-43  149.0  31.1   6.1   5   1   1   6   6   6   6 -
Ursus_arctos____carnivora_XP_026344162.1_zinc_finger_protein_865_[Ursus_arctos_horribilis]                                                           -          test1                -           5.9e-119  400.1 106.4   6.4e-43  149.0  31.1   6.1   5   1   1   6   6   6   6 -
Ursus_arctos____carnivora_XP_026337396.1_zinc_finger_protein_485_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -           1.1e-118  399.2  56.1   3.8e-74  252.1  31.7   2.4   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026345862.1_zinc_finger_protein_583_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -           9.8e-118  396.0  59.7   1.6e-68  233.6  28.4   2.9   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026345863.1_zinc_finger_protein_583_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -           9.8e-118  396.0  59.7   1.6e-68  233.6  28.4   2.9   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026345858.1_zinc_finger_protein_583_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -             1e-117  395.9  59.4   1.7e-68  233.5  28.4   2.9   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026345860.1_zinc_finger_protein_583_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -             1e-117  395.9  59.4   1.7e-68  233.4  28.4   2.9   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026345861.1_zinc_finger_protein_583_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -             1e-117  395.9  59.4   1.7e-68  233.4  28.4   2.9   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026345857.1_zinc_finger_protein_583_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -             1e-117  395.9  59.4   1.7e-68  233.5  28.3   2.9   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026340144.1_zinc_finger_protein_792_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -           1.7e-117  395.2  77.6   3.4e-55  189.5  36.8   5.0   1   1   4   5   5   4   4 -
Ursus_arctos____carnivora_XP_026347090.1_zinc_finger_protein_568-like,_partial_[Ursus_arctos_horribilis]                                             -          test1                -             4e-117  394.0  83.5   2.5e-63  216.4  47.7   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026343900.1_zinc_finger_protein_709-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          test1                -           2.1e-116  391.6 104.1   2.1e-68  233.1  55.9   4.2   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026341971.1_zinc_finger_protein_214_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -           2.2e-116  391.6  77.6   7.6e-48  165.3  25.9   2.8   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026363426.1_zinc_finger_protein_672_[Ursus_arctos_horribilis]                                                           -          test1                -           1.1e-115  389.3 110.7     3e-69  235.9  46.3   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026363427.1_zinc_finger_protein_672_[Ursus_arctos_horribilis]                                                           -          test1                -           1.1e-115  389.3 110.7     3e-69  235.9  46.3   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026363428.1_zinc_finger_protein_672_[Ursus_arctos_horribilis]                                                           -          test1                -           1.1e-115  389.3 110.7     3e-69  235.9  46.3   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026363429.1_zinc_finger_protein_672_[Ursus_arctos_horribilis]                                                           -          test1                -           1.1e-115  389.3 110.7     3e-69  235.9  46.3   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026375011.1_zinc_finger_protein_OZF-like_[Ursus_arctos_horribilis]                                                      -          test1                -           1.4e-115  388.9  66.4   4.5e-65  222.2  38.2   2.4   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026337108.1_zinc_finger_protein_317_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -             2e-115  388.4  71.1   2.6e-74  252.7  41.2   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026337107.1_zinc_finger_protein_317_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -           2.8e-115  387.9  71.6   3.1e-74  252.4  41.4   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026371956.1_zinc_finger_protein_with_KRAB_and_SCAN_domains_5_isoform_X4_[Ursus_arctos_horribilis]                       -          test1                -           2.9e-115  387.9  77.3   1.8e-38  134.3  18.9   3.6   2   1   2   4   4   4   4 -
Ursus_arctos____carnivora_XP_026363524.1_zinc_finger_protein_354C_isoform_X2_[Ursus_arctos_horribilis]                                               -          test1                -           3.4e-115  387.6  68.9   4.5e-56  192.4  26.4   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026363522.1_zinc_finger_protein_354C_isoform_X1_[Ursus_arctos_horribilis]                                               -          test1                -           3.5e-115  387.6  68.9   4.6e-56  192.4  26.4   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026363523.1_zinc_finger_protein_354C_isoform_X1_[Ursus_arctos_horribilis]                                               -          test1                -           3.5e-115  387.6  68.9   4.6e-56  192.4  26.4   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026371955.1_zinc_finger_protein_with_KRAB_and_SCAN_domains_5_isoform_X3_[Ursus_arctos_horribilis]                       -          test1                -           1.5e-114  385.5  75.9   2.3e-38  134.0  19.1   3.5   2   1   2   4   4   4   4 -
Ursus_arctos____carnivora_XP_026371592.1_zinc_finger_protein_OZF-like_isoform_X2_[Ursus_arctos_horribilis]                                           -          test1                -           6.6e-114  383.4  72.8   2.1e-61  210.0  40.0   2.8   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026371591.1_zinc_finger_protein_OZF-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          test1                -           8.3e-114  383.1  72.6   2.3e-61  209.9  39.9   2.8   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026344270.1_zinc_finger_protein_724-like_[Ursus_arctos_horribilis]                                                      -          test1                -           1.1e-113  382.7  73.6   1.8e-46  160.8  28.9   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026369559.1_zinc_finger_protein_37_homolog_isoform_X2_[Ursus_arctos_horribilis]                                         -          test1                -           1.5e-113  382.2  46.2   3.2e-54  186.3  15.7   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026369275.1_zinc_finger_protein_674_[Ursus_arctos_horribilis]                                                           -          test1                -           2.5e-113  381.5  64.3     4e-47  162.9  15.0   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026350305.1_zinc_finger_protein_883-like_[Ursus_arctos_horribilis]                                                      -          test1                -           2.6e-113  381.4  73.9   2.7e-75  255.9  50.0   3.5   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026369558.1_zinc_finger_protein_37_homolog_isoform_X1_[Ursus_arctos_horribilis]                                         -          test1                -           3.7e-113  380.9  46.2   4.3e-54  185.9  15.6   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359861.1_zinc_finger_protein_25_isoform_X2_[Ursus_arctos_horribilis]                                                 -          test1                -           9.3e-113  379.6  79.2   7.1e-53  181.9  28.3   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359859.1_zinc_finger_protein_25_isoform_X1_[Ursus_arctos_horribilis]                                                 -          test1                -             1e-112  379.5  79.1   7.3e-53  181.8  28.3   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359860.1_zinc_finger_protein_25_isoform_X1_[Ursus_arctos_horribilis]                                                 -          test1                -             1e-112  379.5  79.1   7.3e-53  181.8  28.3   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026344149.1_LOW_QUALITY_PROTEIN:_zinc_finger_protein_525-like_[Ursus_arctos_horribilis]                                 -          test1                -           3.8e-112  377.6  53.8   3.8e-53  182.8  23.2   3.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026356411.1_zinc_finger_protein_501_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -           1.1e-111  376.1  55.4     1e-75  257.3  33.7   2.3   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026364320.1_zinc_finger_protein_596-like_isoform_X2_[Ursus_arctos_horribilis]                                           -          test1                -           1.3e-111  375.8  86.0   1.8e-42  147.6  32.8   4.4   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026372520.1_zinc_finger_and_SCAN_domain-containing_protein_20_isoform_X2_[Ursus_arctos_horribilis]                      -          test1                -           3.9e-111  374.2  43.9   3.8e-64  219.1  26.5   2.6   2   0   0   2   2   2   2 -
Ursus_arctos____carnivora_XP_026372518.1_zinc_finger_and_SCAN_domain-containing_protein_20_isoform_X1_[Ursus_arctos_horribilis]                      -          test1                -           3.9e-111  374.2  43.9   3.9e-64  219.1  26.5   2.6   2   0   0   2   2   2   2 -
Ursus_arctos____carnivora_XP_026372519.1_zinc_finger_and_SCAN_domain-containing_protein_20_isoform_X1_[Ursus_arctos_horribilis]                      -          test1                -           3.9e-111  374.2  43.9   3.9e-64  219.1  26.5   2.6   2   0   0   2   2   2   2 -
Ursus_arctos____carnivora_XP_026371954.1_zinc_finger_protein_with_KRAB_and_SCAN_domains_5_isoform_X2_[Ursus_arctos_horribilis]                       -          test1                -           6.3e-111  373.5  75.0   9.5e-42  145.2  24.7   3.5   2   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026371950.1_zinc_finger_protein_with_KRAB_and_SCAN_domains_5_isoform_X1_[Ursus_arctos_horribilis]                       -          test1                -           6.4e-111  373.5  75.0   9.5e-42  145.2  24.7   3.5   2   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026371951.1_zinc_finger_protein_with_KRAB_and_SCAN_domains_5_isoform_X1_[Ursus_arctos_horribilis]                       -          test1                -           6.4e-111  373.5  75.0   9.5e-42  145.2  24.7   3.5   2   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026371952.1_zinc_finger_protein_with_KRAB_and_SCAN_domains_5_isoform_X1_[Ursus_arctos_horribilis]                       -          test1                -           6.4e-111  373.5  75.0   9.5e-42  145.2  24.7   3.5   2   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359829.1_zinc_finger_protein_37A-like_isoform_X3_[Ursus_arctos_horribilis]                                           -          test1                -           8.3e-111  373.1  68.3   1.8e-75  256.5  39.7   3.7   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359828.1_zinc_finger_protein_37A-like_isoform_X2_[Ursus_arctos_horribilis]                                           -          test1                -           9.8e-111  372.9  68.4   1.8e-75  256.4  39.7   3.6   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359824.1_zinc_finger_protein_37A-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          test1                -           1.2e-110  372.6  68.0   3.7e-76  258.8  39.6   3.6   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359825.1_zinc_finger_protein_37A-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          test1                -           1.2e-110  372.6  68.0   3.7e-76  258.8  39.6   3.6   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359826.1_zinc_finger_protein_37A-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          test1                -           1.2e-110  372.6  68.0   3.7e-76  258.8  39.6   3.6   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359827.1_zinc_finger_protein_37A-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          test1                -           1.2e-110  372.6  68.0   3.7e-76  258.8  39.6   3.6   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026359830.1_zinc_finger_protein_37A-like_isoform_X4_[Ursus_arctos_horribilis]                                           -          test1                -             2e-110  371.9  68.2   5.4e-77  261.5  40.4   3.7   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026352566.1_zinc_finger_protein_619_[Ursus_arctos_horribilis]                                                           -          test1                -           6.8e-110  370.1  62.3   1.3e-50  174.4  21.1   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026345145.1_zinc_finger_protein_416-like_[Ursus_arctos_horribilis]                                                      -          test1                -           7.5e-110  370.0  79.0   4.3e-67  228.8  40.5   3.8   1   1   2   3   3   3   2 -
Ursus_arctos____carnivora_XP_026374950.1_zinc_finger_protein_169_isoform_X5_[Ursus_arctos_horribilis]                                                -          test1                -           7.2e-109  366.7  82.4   1.7e-49  170.8  24.0   3.2   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026340948.1_zinc_finger_and_SCAN_domain-containing_protein_10_isoform_X2_[Ursus_arctos_horribilis]                      -          test1                -           2.3e-108  365.1  98.7   4.3e-63  215.6  45.0   4.6   2   2   2   4   4   4   4 -
Ursus_arctos____carnivora_XP_026340949.1_zinc_finger_and_SCAN_domain-containing_protein_10_isoform_X3_[Ursus_arctos_horribilis]                      -          test1                -           3.2e-108  364.6  98.5   4.2e-63  215.7  44.8   4.5   2   2   2   4   4   4   4 -
Ursus_arctos____carnivora_XP_026374946.1_zinc_finger_protein_169_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -           6.6e-108  363.6  80.4   1.1e-49  171.3  23.8   3.2   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026340947.1_zinc_finger_and_SCAN_domain-containing_protein_10_isoform_X1_[Ursus_arctos_horribilis]                      -          test1                -           9.8e-108  363.0  98.4   6.4e-63  215.0  44.9   4.5   2   2   2   4   4   4   4 -
Ursus_arctos____carnivora_XP_026340236.1_zinc_finger_protein_829_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -           1.1e-107  362.9  50.6   2.2e-59  203.4  18.2   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026340237.1_zinc_finger_protein_829_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -           1.1e-107  362.9  50.6   2.2e-59  203.4  18.2   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026340238.1_zinc_finger_protein_829_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -           1.1e-107  362.9  50.6   2.2e-59  203.4  18.2   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026340235.1_zinc_finger_protein_829_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -           6.9e-107  360.2  50.6   3.7e-59  202.6  18.2   3.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026347204.1_zinc_finger_protein_501-like,_partial_[Ursus_arctos_horribilis]                                             -          test1                -           7.3e-107  360.1  49.5   1.3e-76  260.3  32.1   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026347205.1_zinc_finger_protein_501-like,_partial_[Ursus_arctos_horribilis]                                             -          test1                -           7.3e-107  360.1  49.5   1.3e-76  260.3  32.1   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026340234.1_zinc_finger_protein_829_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -             9e-107  359.8  50.6     4e-59  202.5  18.2   3.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026366955.1_zinc_finger_protein_391_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -           1.6e-106  359.0  51.8   6.2e-55  188.7  24.6   2.9   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026371576.1_zinc_finger_protein_771_[Ursus_arctos_horribilis]                                                           -          test1                -           5.6e-106  357.2  77.7   1.4e-76  260.2  49.2   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026371577.1_zinc_finger_protein_771_[Ursus_arctos_horribilis]                                                           -          test1                -           5.6e-106  357.2  77.7   1.4e-76  260.2  49.2   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026357318.1_zinc_finger_protein_660_[Ursus_arctos_horribilis]                                                           -          test1                -           5.9e-106  357.1  50.2     2e-59  203.5  25.3   2.8   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026357319.1_zinc_finger_protein_660_[Ursus_arctos_horribilis]                                                           -          test1                -           5.9e-106  357.1  50.2     2e-59  203.5  25.3   2.8   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026376837.1_zinc_finger_protein_286A_isoform_X2_[Ursus_arctos_horribilis]                                               -          test1                -             2e-105  355.4  53.3   2.7e-67  229.5  30.7   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026376839.1_zinc_finger_protein_286A_isoform_X3_[Ursus_arctos_horribilis]                                               -          test1                -           2.6e-105  355.0  53.2   4.7e-67  228.7  30.2   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026376836.1_zinc_finger_protein_286A_isoform_X1_[Ursus_arctos_horribilis]                                               -          test1                -           3.1e-105  354.7  53.2   5.4e-67  228.5  30.2   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026376838.1_zinc_finger_protein_286A_isoform_X1_[Ursus_arctos_horribilis]                                               -          test1                -           3.1e-105  354.7  53.2   5.4e-67  228.5  30.2   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026345152.1_zinc_finger_protein_501-like_[Ursus_arctos_horribilis]                                                      -          test1                -           3.4e-105  354.6  61.0   2.3e-54  186.8  24.4   4.1   2   1   2   4   4   4   4 -
Ursus_arctos____carnivora_XP_026340193.1_zinc_finger_protein_461_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -           8.6e-105  353.3  78.4   1.5e-56  194.0  35.1   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026340194.1_zinc_finger_protein_461_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -           8.6e-105  353.3  78.4   1.5e-56  194.0  35.1   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026340195.1_zinc_finger_protein_461_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -           8.6e-105  353.3  78.4   1.5e-56  194.0  35.1   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026340192.1_zinc_finger_protein_461_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -           9.1e-105  353.2  78.4   1.5e-56  194.0  35.1   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026340190.1_zinc_finger_protein_461_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -           9.6e-105  353.1  78.5   1.6e-56  194.0  35.1   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026340191.1_zinc_finger_protein_461_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -           9.6e-105  353.1  78.5   1.6e-56  194.0  35.1   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026337388.1_LOW_QUALITY_PROTEIN:_zinc_finger_protein_239_[Ursus_arctos_horribilis]                                      -          test1                -           1.4e-104  352.6  65.5   1.3e-76  260.3  44.0   3.4   1   1   1   3   3   3   2 -
